CountryName,Year,Week,D_0_14,D_15_64,D_64m,D_65_74,D_75_84,D_85p,D_65p,D_Total,P_0_14,P_15_64,P_64m,P_65_74,P_75_84,P_85p,P_Total,AveBaselineDeathRate17_19_0_14,ExpBaselineDeaths2020_0_14,ExtraDeathsOverBaseline_0_14,AveBaselineDeathRate17_19_15_64,ExpBaselineDeaths2020_15_64,ExtraDeathsOverBaseline_15_64,ExpBaselineDeaths2020_64m,ExtraDeathsOverBaseline_64m,AveBaselineDeathRate17_19_65_74,ExpBaselineDeaths2020_65_74,ExtraDeathsOverBaseline_65_74,AveBaselineDeathRate17_19_75_84,ExpBaselineDeaths2020_75_84,ExtraDeathsOverBaseline_75_84,AveBaselineDeathRate17_19_85p,ExpBaselineDeaths2020_85p,ExtraDeathsOverBaseline_85p,ExpBaselineDeaths2020_65p,ExtraDeathsOverBaseline_65p,AveBaselineDeathRate17_19_Total,ExpBaselineDeaths2020_Total,ExtraDeathsOverBaseline_Total
Chile,2021,12,33,741,774,550,684,692,1926,2700,3680807,13005461,16686268,1486153,734126,288796,19195345,10.1,37.2,-4.2,37.9,493.0,248.0,530.3,243.7,264.1,392.5,157.5,714.2,524.3,159.7,1947.3,562.4,129.6,1479.2,446.8,97.8,1876.7,823.3
Chile,2021,13,24,663,687,571,695,663,1929,2616,3680807,13005461,16686268,1486153,734126,288796,19195345,9.9,36.6,-12.6,38.9,505.9,157.1,542.5,144.5,298.1,443.0,128.0,695.0,510.2,184.8,1953.1,564.1,98.9,1517.3,411.7,100.2,1923.2,692.8
Czechia,2020,1,10,406,417,535,666,699,1900,2319,1711995,6786502,8498497,1288785,655225,206668,10649176,5.0,8.5,1.5,59.7,404.9,1.1,413.4,2.6,450.5,580.6,-45.6,1136.2,744.5,-78.5,3741.9,773.3,-74.3,2098.3,-198.3,228.1,2429.4,-110.4
Czechia,2020,2,8,371,379,490,705,760,1955,2336,1711995,6786502,8498497,1288785,655225,206668,10649176,4.5,7.8,0.2,57.5,390.4,-19.4,398.1,-19.1,445.1,573.7,-83.7,1136.5,744.6,-39.6,3849.4,795.5,-35.5,2113.9,-158.9,228.2,2429.8,-93.8
Czechia,2020,3,7,343,350,536,669,701,1906,2258,1711995,6786502,8498497,1288785,655225,206668,10649176,5.8,9.9,-2.9,60.3,409.4,-66.4,419.3,-69.3,451.8,582.3,-46.3,1198.5,785.3,-116.3,3767.7,778.7,-77.7,2146.3,-240.3,232.8,2478.9,-220.9
Czechia,2020,4,13,386,399,533,700,717,1950,2351,1711995,6786502,8498497,1288785,655225,206668,10649176,6.1,10.5,2.5,59.2,401.9,-15.9,412.5,-13.5,449.2,578.9,-45.9,1147.6,751.9,-51.9,3870.4,799.9,-82.9,2130.8,-180.8,230.9,2459.1,-108.1
Czechia,2020,5,5,364,369,524,708,780,2012,2383,1711995,6786502,8498497,1288785,655225,206668,10649176,5.4,9.2,-4.2,58.6,397.5,-33.5,406.7,-37.7,437.3,563.6,-39.6,1178.0,771.9,-63.9,3866.4,799.1,-19.1,2134.6,-122.6,230.7,2457.1,-74.1
Czechia,2020,6,6,367,373,564,694,735,1993,2367,1711995,6786502,8498497,1288785,655225,206668,10649176,6.0,10.2,-4.2,60.2,408.3,-41.3,418.5,-45.5,467.1,601.9,-37.9,1181.5,774.1,-80.1,3910.0,808.1,-73.1,2184.1,-191.1,236.4,2517.0,-150.0
Czechia,2020,7,8,352,360,549,684,810,2043,2405,1711995,6786502,8498497,1288785,655225,206668,10649176,5.5,9.5,-1.5,61.3,416.2,-64.2,425.7,-65.7,461.6,594.9,-45.9,1199.7,786.1,-102.1,4034.6,833.8,-23.8,2214.8,-171.8,239.9,2555.2,-150.2
Czechia,2020,8,9,364,373,511,714,761,1986,2361,1711995,6786502,8498497,1288785,655225,206668,10649176,8.3,14.2,-5.2,59.5,403.8,-39.8,418.0,-45.0,488.1,629.1,-118.1,1198.3,785.2,-71.2,3913.7,808.8,-47.8,2223.1,-237.1,240.1,2556.4,-195.4
Czechia,2020,9,10,371,381,567,691,734,1992,2374,1711995,6786502,8498497,1288785,655225,206668,10649176,6.6,11.2,-1.2,59.9,406.3,-35.3,417.5,-36.5,494.1,636.8,-69.8,1168.4,765.6,-74.6,3765.4,778.2,-44.2,2180.6,-188.6,236.2,2515.7,-141.7
Czechia,2020,10,6,372,378,556,645,725,1926,2306,1711995,6786502,8498497,1288785,655225,206668,10649176,5.7,9.8,-3.8,57.1,387.3,-15.3,397.2,-19.2,479.5,617.9,-61.9,1252.7,820.8,-175.8,3899.8,806.0,-81.0,2244.7,-318.7,239.9,2554.6,-248.6
Czechia,2020,11,8,357,365,555,670,724,1949,2316,1711995,6786502,8498497,1288785,655225,206668,10649176,4.8,8.1,-0.1,57.6,390.9,-33.9,399.0,-34.0,441.2,568.6,-13.6,1146.6,751.3,-81.3,3789.3,783.1,-59.1,2103.0,-154.0,227.5,2422.4,-106.4
Czechia,2020,12,9,389,398,554,663,721,1938,2338,1711995,6786502,8498497,1288785,655225,206668,10649176,4.9,8.5,0.5,57.5,390.5,-1.5,399.0,-1.0,434.3,559.7,-5.7,1092.3,715.7,-52.7,3493.1,721.9,-0.9,1997.3,-59.3,218.0,2321.2,16.8
Czechia,2020,13,8,379,387,541,687,691,1919,2308,1711995,6786502,8498497,1288785,655225,206668,10649176,5.0,8.5,-0.5,52.6,356.7,22.3,365.2,21.8,428.6,552.3,-11.3,1047.4,686.3,0.7,3291.4,680.2,10.8,1918.9,0.1,207.7,2212.0,96.0
Czechia,2020,14,5,349,354,588,701,692,1981,2336,1711995,6786502,8498497,1288785,655225,206668,10649176,5.5,9.5,-4.5,53.4,362.3,-13.3,371.8,-17.8,404.1,520.8,67.2,1017.8,666.9,34.1,3303.1,682.6,9.4,1870.4,110.6,203.9,2171.6,164.4
Czechia,2020,15,4,362,366,509,682,693,1884,2252,1711995,6786502,8498497,1288785,655225,206668,10649176,3.6,6.1,-2.1,53.3,361.9,0.1,368.0,-2.0,404.2,520.9,-11.9,1010.4,662.0,20.0,3233.7,668.3,24.7,1851.2,32.8,201.8,2149.4,102.6
Czechia,2020,16,3,375,378,488,660,612,1760,2141,1711995,6786502,8498497,1288785,655225,206668,10649176,5.4,9.2,-6.2,53.0,359.6,15.4,368.8,9.2,388.1,500.2,-12.2,973.4,637.8,22.2,3109.9,642.7,-30.7,1780.7,-20.7,195.6,2082.7,58.3
Czechia,2020,17,10,347,357,461,595,628,1684,2043,1711995,6786502,8498497,1288785,655225,206668,10649176,5.2,8.8,1.2,55.0,373.4,-26.4,382.2,-25.2,383.1,493.7,-32.7,973.6,637.9,-42.9,3148.4,650.7,-22.7,1782.3,-98.3,197.0,2098.1,-55.1
Czechia,2020,18,10,339,349,528,639,606,1773,2124,1711995,6786502,8498497,1288785,655225,206668,10649176,4.9,8.5,1.5,53.5,363.0,-24.0,371.4,-22.4,374.7,482.9,45.1,996.2,652.7,-13.7,2978.5,615.6,-9.6,1751.2,21.8,192.9,2054.7,69.3
Czechia,2020,19,5,319,324,473,596,615,1684,2010,1711995,6786502,8498497,1288785,655225,206668,10649176,4.6,7.8,-2.8,51.4,349.1,-30.1,356.9,-32.9,392.9,506.3,-33.3,982.5,643.7,-47.7,2993.2,618.6,-3.6,1768.7,-84.7,193.3,2058.1,-48.1
Czechia,2020,20,7,364,371,508,543,615,1666,2040,1711995,6786502,8498497,1288785,655225,206668,10649176,6.3,10.9,-3.9,49.2,333.6,30.4,344.5,26.5,377.7,486.8,21.2,955.8,626.3,-83.3,2958.7,611.5,3.5,1724.5,-58.5,188.1,2003.6,36.4
Czechia,2020,21,14,298,312,462,574,581,1617,1930,1711995,6786502,8498497,1288785,655225,206668,10649176,6.2,10.6,3.4,50.6,343.2,-45.2,353.7,-41.7,379.6,489.2,-27.2,924.7,605.9,-31.9,2954.9,610.7,-29.7,1705.8,-88.8,187.5,1996.2,-66.2
Czechia,2020,22,13,289,302,516,517,610,1643,1947,1711995,6786502,8498497,1288785,655225,206668,10649176,3.0,5.1,7.9,53.2,361.2,-72.2,366.3,-64.3,400.6,516.3,-0.3,976.3,639.7,-122.7,2907.5,600.9,9.1,1756.8,-113.8,193.2,2057.0,-110.0
Czechia,2020,23,3,330,333,535,656,622,1813,2149,1711995,6786502,8498497,1288785,655225,206668,10649176,5.6,9.5,-6.5,52.0,352.8,-22.8,362.3,-29.3,386.8,498.5,36.5,869.6,569.8,86.2,2951.6,610.0,12.0,1678.3,134.7,186.0,1980.7,168.3
Czechia,2020,24,7,332,339,474,591,589,1654,1995,1711995,6786502,8498497,1288785,655225,206668,10649176,5.8,9.9,-2.9,51.2,347.8,-15.8,357.7,-18.7,394.3,508.1,-34.1,903.3,591.9,-0.9,2977.0,615.2,-26.2,1715.2,-61.2,188.9,2011.9,-16.9
Czechia,2020,25,6,367,373,500,577,586,1663,2038,1711995,6786502,8498497,1288785,655225,206668,10649176,6.1,10.5,-4.5,54.1,366.8,0.2,377.4,-4.4,378.4,487.7,12.3,939.0,615.3,-38.3,2885.0,596.2,-10.2,1699.3,-36.3,188.9,2012.0,26.0
Czechia,2020,26,8,366,374,503,605,608,1716,2092,1711995,6786502,8498497,1288785,655225,206668,10649176,4.6,7.8,0.2,55.4,376.0,-10.0,383.8,-9.8,387.8,499.8,3.2,887.3,581.4,23.6,2872.1,593.6,14.4,1674.7,41.3,187.6,1997.8,94.2
Czechia,2020,27,9,372,381,506,605,630,1741,2124,1711995,6786502,8498497,1288785,655225,206668,10649176,4.0,6.8,2.2,51.8,351.8,20.2,358.6,22.4,385.5,496.8,9.2,958.8,628.3,-23.3,2857.0,590.4,39.6,1715.5,25.5,188.6,2008.9,115.1
Czechia,2020,28,7,336,343,474,598,591,1663,2008,1711995,6786502,8498497,1288785,655225,206668,10649176,6.2,10.6,-3.6,51.4,349.1,-13.1,359.6,-16.6,378.0,487.2,-13.2,917.5,601.1,-3.1,2862.1,591.5,-0.5,1679.8,-16.8,185.6,1976.8,31.2
Czechia,2020,29,10,333,343,513,568,577,1658,2003,1711995,6786502,8498497,1288785,655225,206668,10649176,5.8,9.9,0.1,52.3,354.7,-21.7,364.5,-21.5,394.4,508.3,4.7,941.9,617.1,-49.1,2931.5,605.9,-28.9,1731.3,-73.3,190.8,2031.6,-28.6
Czechia,2020,30,7,381,388,500,583,625,1708,2098,1711995,6786502,8498497,1288785,655225,206668,10649176,3.6,6.1,0.9,51.1,346.8,34.2,352.9,35.1,393.0,506.5,-6.5,946.7,620.3,-37.3,3057.6,631.9,-6.9,1758.7,-50.7,192.3,2047.7,50.3
Czechia,2020,31,9,383,392,509,669,672,1850,2244,1711995,6786502,8498497,1288785,655225,206668,10649176,6.4,10.9,-1.9,53.3,361.5,21.5,372.4,19.6,406.3,523.6,-14.6,1024.9,671.5,-2.5,3275.6,677.0,-5.0,1872.1,-22.1,204.1,2173.0,71.0
Czechia,2020,32,10,357,367,520,657,630,1807,2177,1711995,6786502,8498497,1288785,655225,206668,10649176,5.1,8.8,1.2,52.8,358.3,-1.3,367.2,-0.2,381.9,492.2,27.8,932.3,610.9,46.1,3122.6,645.3,-15.3,1748.4,58.6,192.6,2051.0,126.0
Czechia,2020,33,7,374,381,534,631,652,1817,2201,1711995,6786502,8498497,1288785,655225,206668,10649176,6.7,11.5,-4.5,50.3,341.6,32.4,353.1,27.9,362.4,467.1,66.9,905.8,593.5,37.5,2903.2,600.0,52.0,1660.7,156.3,183.3,1952.4,248.6
Czechia,2020,34,8,385,393,478,608,634,1720,2115,1711995,6786502,8498497,1288785,655225,206668,10649176,5.1,8.8,-0.8,51.0,345.8,39.2,354.6,38.4,367.4,473.5,4.5,924.4,605.7,2.3,3051.9,630.7,3.3,1710.0,10.0,187.9,2000.9,114.1
Czechia,2020,35,7,332,339,482,602,621,1705,2046,1711995,6786502,8498497,1288785,655225,206668,10649176,4.4,7.5,-0.5,50.9,345.1,-13.1,352.6,-13.6,381.8,492.0,-10.0,933.7,611.8,-9.8,2845.3,588.0,33.0,1691.8,13.2,186.2,1983.0,63.0
Czechia,2020,36,8,347,355,518,594,584,1696,2053,1711995,6786502,8498497,1288785,655225,206668,10649176,3.8,6.5,1.5,49.6,336.5,10.5,343.0,12.0,372.0,479.4,38.6,913.5,598.5,-4.5,2890.8,597.4,-13.4,1675.4,20.6,183.7,1956.2,96.8
Czechia,2020,37,8,325,333,505,641,617,1763,2098,1711995,6786502,8498497,1288785,655225,206668,10649176,5.8,9.9,-1.9,51.5,349.7,-24.7,359.6,-26.6,373.6,481.4,23.6,926.3,607.0,34.0,2976.2,615.1,1.9,1703.5,59.5,187.7,1999.3,98.7
Czechia,2020,38,8,352,360,508,706,661,1875,2236,1711995,6786502,8498497,1288785,655225,206668,10649176,6.2,10.6,-2.6,50.3,341.5,10.5,352.0,8.0,408.0,525.8,-17.8,975.9,639.4,66.6,2971.5,614.1,46.9,1779.4,95.6,193.9,2064.8,171.2
Czechia,2020,39,10,377,387,548,734,733,2015,2403,1711995,6786502,8498497,1288785,655225,206668,10649176,4.2,7.2,2.8,50.0,339.3,37.7,346.4,40.6,398.8,514.0,34.0,1004.7,658.3,75.7,3047.8,629.9,103.1,1802.2,212.8,195.3,2079.8,323.2
Czechia,2020,40,6,365,371,560,747,718,2025,2397,1711995,6786502,8498497,1288785,655225,206668,10649176,4.4,7.5,-1.5,52.3,354.6,10.4,362.1,8.9,416.1,536.3,23.7,1033.4,677.1,69.9,3315.1,685.1,32.9,1898.5,126.5,205.5,2188.1,208.9
Czechia,2020,41,11,395,406,646,800,770,2216,2624,1711995,6786502,8498497,1288785,655225,206668,10649176,5.8,9.9,1.1,55.9,379.6,15.4,389.5,16.5,400.7,516.5,129.5,1008.6,660.8,139.2,3205.4,662.4,107.6,1839.7,376.3,202.9,2160.6,463.4
Czechia,2020,42,5,402,407,714,921,924,2559,2969,1711995,6786502,8498497,1288785,655225,206668,10649176,4.4,7.5,-2.5,47.3,320.8,81.2,328.3,78.7,392.9,506.3,207.7,1018.0,667.0,254.0,3056.8,631.7,292.3,1805.1,753.9,193.8,2064.0,905.0
Czechia,2020,43,7,451,458,785,1199,1224,3208,3667,1711995,6786502,8498497,1288785,655225,206668,10649176,5.4,9.2,-2.2,50.0,339.2,111.8,348.4,109.6,389.1,501.5,283.5,1018.5,667.4,531.6,3183.1,657.8,566.2,1826.7,1381.3,197.7,2105.2,1561.8
Czechia,2020,44,8,492,500,927,1460,1356,3743,4243,1711995,6786502,8498497,1288785,655225,206668,10649176,6.5,11.2,-3.2,51.7,351.0,141.0,362.3,137.7,375.5,483.9,443.1,1004.3,658.0,802.0,3245.1,670.7,685.3,1812.6,1930.4,197.8,2106.2,2136.8
Czechia,2020,45,2,491,493,873,1454,1439,3766,4260,1711995,6786502,8498497,1288785,655225,206668,10649176,5.6,9.5,-7.5,50.9,345.5,145.5,355.0,138.0,406.7,524.2,348.8,942.6,617.6,836.4,3150.6,651.1,787.9,1792.9,1973.1,195.5,2082.1,2177.9
Czechia,2020,46,1,463,464,870,1272,1275,3417,3882,1711995,6786502,8498497,1288785,655225,206668,10649176,5.3,9.1,-8.1,53.4,362.6,100.4,371.8,92.2,394.1,507.9,362.1,1006.8,659.7,612.3,3090.3,638.7,636.3,1806.2,1610.8,198.1,2110.1,1771.9
Czechia,2020,47,3,476,479,766,1124,1073,2963,3442,1711995,6786502,8498497,1288785,655225,206668,10649176,5.6,9.5,-6.5,51.8,351.4,124.6,360.9,118.1,419.1,540.1,225.9,988.9,648.0,476.0,3222.2,665.9,407.1,1854.0,1109.0,201.5,2145.8,1296.2
Czechia,2020,48,4,432,436,713,994,1043,2750,3187,1711995,6786502,8498497,1288785,655225,206668,10649176,5.4,9.2,-5.2,52.3,354.7,77.3,363.9,72.1,394.3,508.1,204.9,1001.7,656.3,337.7,3256.8,673.1,369.9,1837.6,912.4,200.2,2132.2,1054.8
Czechia,2020,49,5,439,444,762,959,954,2675,3120,1711995,6786502,8498497,1288785,655225,206668,10649176,3.8,6.5,-1.5,49.1,333.3,105.7,339.8,104.2,400.6,516.3,245.7,1067.5,699.5,259.5,3191.8,659.6,294.4,1875.5,799.5,201.1,2141.9,978.1
Czechia,2020,50,10,383,393,666,1052,1009,2727,3121,1711995,6786502,8498497,1288785,655225,206668,10649176,5.9,10.2,-0.2,52.2,354.5,28.5,364.7,28.3,426.0,549.0,117.0,1027.3,673.1,378.9,3317.1,685.5,323.5,1907.7,819.3,206.7,2201.0,920.0
Czechia,2020,51,12,447,459,706,1046,1051,2803,3263,1711995,6786502,8498497,1288785,655225,206668,10649176,4.8,8.2,3.8,53.8,365.2,81.8,373.4,85.6,425.2,548.0,158.0,1057.1,692.6,353.4,3387.2,700.0,351.0,1940.6,862.4,210.5,2241.4,1021.6
Czechia,2020,52,9,444,453,720,1070,991,2781,3234,1711995,6786502,8498497,1288785,655225,206668,10649176,4.0,6.8,2.2,52.7,357.6,86.4,364.4,88.6,401.2,517.1,202.9,1041.5,682.4,387.6,3501.5,723.6,267.4,1923.1,857.9,208.0,2215.1,1018.9
Czechia,2021,1,6,505,511,862,1282,1128,3272,3783,1718844,6739166,8458010,1291619,690929,208112,10648672,5.0,8.5,-2.5,59.7,402.1,102.9,410.6,100.4,450.5,581.8,280.2,1136.2,785.0,497.0,3741.9,778.7,349.3,2145.6,1126.4,228.1,2429.3,1353.7
Czechia,2021,2,4,504,508,895,1170,1132,3197,3705,1718844,6739166,8458010,1291619,690929,208112,10648672,4.5,7.8,-3.8,57.5,387.6,116.4,395.5,112.5,445.1,575.0,320.0,1136.5,785.2,384.8,3849.4,801.1,330.9,2161.3,1035.7,228.2,2429.7,1275.3
Czechia,2021,3,6,490,496,860,1131,1059,3050,3546,1718844,6739166,8458010,1291619,690929,208112,10648672,5.8,9.9,-3.9,60.3,406.6,83.4,416.5,79.5,451.8,583.6,276.4,1198.5,828.1,302.9,3767.7,784.1,274.9,2195.8,854.2,232.8,2478.8,1067.2
Czechia,2021,4,8,475,483,812,1046,1037,2895,3378,1718844,6739166,8458010,1291619,690929,208112,10648672,6.1,10.6,-2.6,59.2,399.1,75.9,409.7,73.3,449.2,580.2,231.8,1147.6,792.9,253.1,3870.4,805.5,231.5,2178.6,716.4,230.9,2459.0,919.0
Czechia,2021,5,12,465,477,802,1027,923,2752,3229,1718844,6739166,8458010,1291619,690929,208112,10648672,5.4,9.2,2.8,58.6,394.8,70.2,404.0,73.0,437.3,564.8,237.2,1178.0,813.9,213.1,3866.4,804.6,118.4,2183.4,568.6,230.7,2457.0,772.0
Czechia,2021,6,10,501,511,858,1038,965,2861,3372,1718844,6739166,8458010,1291619,690929,208112,10648672,6.0,10.2,-0.2,60.2,405.4,95.6,415.7,95.3,467.1,603.3,254.7,1181.5,816.3,221.7,3910.0,813.7,151.3,2233.3,627.7,236.4,2516.9,855.1
Czechia,2021,7,12,532,544,919,1056,916,2891,3435,1718844,6739166,8458010,1291619,690929,208112,10648672,5.5,9.5,2.5,61.3,413.3,118.7,422.9,121.1,461.6,596.2,322.8,1199.7,828.9,227.1,4034.6,839.6,76.4,2264.8,626.2,239.9,2555.1,879.9
Czechia,2021,8,6,543,549,905,1144,956,3005,3554,1718844,6739166,8458010,1291619,690929,208112,10648672,8.3,14.3,-8.3,59.5,401.0,142.0,415.3,133.7,488.1,630.4,274.6,1198.3,828.0,316.0,3913.7,814.5,141.5,2272.9,732.1,240.1,2556.2,997.8
Czechia,2021,9,8,558,566,1008,1286,953,3247,3813,1718844,6739166,8458010,1291619,690929,208112,10648672,6.6,11.3,-3.3,59.9,403.4,154.6,414.7,151.3,494.1,638.2,369.8,1168.4,807.3,478.7,3765.4,783.6,169.4,2229.1,1017.9,236.2,2515.6,1297.4
Germany,2020,1,63,2681,2744,2670,6116,7473,16259,19005,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.4,72.1,-9.1,50.9,2689.1,-8.1,2761.2,-17.2,337.5,2948.4,-278.4,893.4,6300.3,-184.3,3386.5,8300.3,-827.3,17549.0,-1290.0,239.1,19685.4,-680.4
Germany,2020,2,63,2711,2774,2845,6245,7671,16761,19536,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.5,72.4,-9.4,51.6,2726.1,-15.1,2798.5,-24.5,348.6,3045.1,-200.1,913.8,6444.4,-199.4,3422.9,8389.5,-718.5,17878.9,-1117.9,243.4,20041.4,-505.4
Germany,2020,3,63,2747,2810,2761,6231,7488,16480,19292,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.3,70.4,-7.4,51.0,2696.5,50.5,2766.9,43.1,343.0,2995.7,-234.7,913.2,6440.3,-209.3,3395.9,8323.5,-835.5,17759.5,-1279.5,241.7,19899.5,-607.5
Germany,2020,4,60,2577,2638,2873,6236,7303,16412,19051,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.6,73.8,-13.8,50.7,2681.2,-104.2,2754.9,-117.9,343.5,3000.3,-127.3,933.3,6581.7,-345.7,3509.6,8602.0,-1299.0,18184.0,-1772.0,246.4,20291.5,-1240.5
Germany,2020,5,77,2705,2782,2938,6602,7609,17149,19933,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.5,73.1,3.9,51.9,2743.6,-38.6,2816.6,-34.6,359.2,3137.2,-199.2,971.5,6851.4,-249.4,3637.6,8915.9,-1306.9,18904.5,-1755.5,255.6,21042.8,-1109.8
Germany,2020,6,73,2655,2729,2834,6170,7409,16413,19142,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.6,74.1,-1.1,51.6,2727.0,-72.0,2801.0,-73.0,361.9,3160.9,-326.9,972.2,6856.3,-686.3,3600.9,8825.8,-1416.8,18843.0,-2430.0,254.8,20976.3,-1834.3
Germany,2020,7,74,2713,2787,2854,6549,7579,16982,19770,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.6,74.1,-0.1,52.9,2797.1,-84.1,2871.1,-84.1,364.9,3187.5,-333.5,993.5,7006.6,-457.6,3679.4,9018.3,-1439.3,19212.3,-2230.3,259.9,21402.2,-1632.2
Germany,2020,8,74,2629,2703,2882,6274,7205,16361,19066,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.3,71.1,2.9,53.3,2818.3,-189.3,2889.4,-186.4,379.7,3316.7,-434.7,988.3,6969.9,-695.9,3839.7,9411.2,-2206.2,19697.9,-3336.9,265.7,21874.9,-2808.9
Germany,2020,9,67,2668,2735,2820,6470,7585,16875,19612,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.4,71.4,-4.4,54.9,2903.2,-235.2,2974.6,-239.6,384.8,3361.0,-541.0,1035.2,7300.3,-830.3,3892.3,9540.1,-1955.1,20201.4,-3326.4,272.8,22459.7,-2847.7
Germany,2020,10,79,2649,2729,2883,6301,7847,17031,19762,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.5,73.4,5.6,54.9,2901.9,-252.9,2975.3,-247.3,374.4,3270.5,-387.5,1016.2,7166.6,-865.6,3851.3,9439.7,-1592.7,19876.8,-2845.8,269.0,22151.2,-2389.2
Germany,2020,11,66,2686,2753,3003,6553,7697,17253,20008,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.5,73.4,-7.4,52.3,2767.6,-81.6,2841.0,-89.0,360.5,3149.3,-146.3,973.2,6863.4,-310.4,3584.7,8786.1,-1089.1,18798.8,-1545.8,254.9,20986.7,-978.7
Germany,2020,12,67,2727,2794,2979,6425,7658,17062,19858,11221161,52881505,64102666,8734767,7052325,2451015,82340774,5.6,63.0,4.0,50.6,2676.7,50.3,2739.7,54.3,344.7,3011.0,-32.0,905.9,6388.4,36.6,3397.3,8326.8,-668.8,17726.2,-664.2,241.0,19847.6,10.4
Germany,2020,13,63,2682,2745,2944,6492,7641,17077,19824,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.2,69.0,-6.0,48.4,2557.5,124.5,2626.5,118.5,330.8,2889.8,54.2,893.3,6299.7,192.3,3211.1,7870.4,-229.4,17059.9,17.1,232.0,19101.9,722.1
Germany,2020,14,65,2719,2784,3042,6837,8108,17987,20772,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.1,68.1,-3.1,49.2,2602.9,116.1,2670.9,113.1,329.1,2874.9,167.1,857.3,6045.6,791.4,3094.5,7584.6,523.4,16505.1,1481.9,226.1,18614.0,2158.0
Germany,2020,15,61,2721,2782,2988,6766,8091,17845,20628,11221161,52881505,64102666,8734767,7052325,2451015,82340774,5.9,66.0,-5.0,48.0,2537.2,183.8,2603.2,178.8,317.0,2768.7,219.3,837.4,5905.4,860.6,2965.1,7267.6,823.4,15941.7,1903.3,218.7,18006.7,2621.3
Germany,2020,16,66,2574,2641,2830,6376,7543,16749,19391,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.5,73.4,-7.4,47.3,2502.1,71.9,2575.5,64.5,317.3,2771.4,58.6,815.6,5752.0,624.0,2867.8,7029.1,513.9,15552.5,1196.5,213.8,17606.2,1784.8
Germany,2020,17,66,2569,2635,2749,6105,7171,16025,18662,11221161,52881505,64102666,8734767,7052325,2451015,82340774,5.9,66.4,-0.4,48.4,2560.1,8.9,2626.5,8.5,318.6,2782.5,-33.5,807.1,5692.0,413.0,2853.6,6994.2,176.8,15468.8,556.2,213.4,17574.1,1087.9
Germany,2020,18,60,2547,2608,2656,5917,6837,15410,18019,11221161,52881505,64102666,8734767,7052325,2451015,82340774,5.8,65.0,-5.0,47.0,2485.2,61.8,2550.3,56.7,302.8,2645.1,10.9,787.5,5553.9,363.1,2770.7,6791.0,46.0,14990.0,420.0,206.9,17035.1,983.9
Germany,2020,19,59,2558,2617,2631,5693,6797,15121,17739,11221161,52881505,64102666,8734767,7052325,2451015,82340774,5.4,60.3,-1.3,47.0,2484.8,73.2,2545.1,71.9,314.0,2742.9,-111.9,807.1,5692.0,1.0,2770.9,6791.6,5.4,15226.4,-105.4,209.6,17261.8,477.2
Germany,2020,20,63,2536,2599,2649,5488,6353,14490,17090,11221161,52881505,64102666,8734767,7052325,2451015,82340774,5.6,63.4,-0.4,46.2,2444.7,91.3,2508.1,90.9,308.3,2692.8,-43.8,788.0,5557.4,-69.4,2749.4,6738.8,-385.8,14989.0,-499.0,206.4,16993.4,96.6
Germany,2020,21,73,2490,2563,2625,5447,6621,14693,17258,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.2,70.1,2.9,46.6,2466.4,23.6,2536.4,26.6,302.2,2640.1,-15.1,772.4,5447.4,-0.4,2684.0,6578.6,42.4,14666.1,26.9,203.0,16713.4,544.6
Germany,2020,22,60,2552,2612,2565,5361,6319,14245,16859,11221161,52881505,64102666,8734767,7052325,2451015,82340774,5.6,63.4,-3.4,46.7,2468.5,83.5,2531.8,80.2,307.1,2682.6,-117.6,779.4,5496.7,-135.7,2767.2,6782.4,-463.4,14961.7,-716.7,206.3,16986.5,-127.5
Germany,2020,23,61,2490,2551,2608,5488,6718,14814,17367,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.8,76.4,-15.4,47.3,2499.7,-9.7,2576.1,-25.1,298.0,2602.7,5.3,775.7,5470.4,17.6,2671.3,6547.5,170.5,14620.5,193.5,203.0,16715.9,651.1
Germany,2020,24,70,2460,2530,2498,5351,6316,14165,16697,11221161,52881505,64102666,8734767,7052325,2451015,82340774,5.6,63.0,7.0,45.9,2426.7,33.3,2489.8,40.2,288.4,2519.1,-21.1,740.2,5220.5,130.5,2579.4,6322.2,-6.2,14061.8,103.2,195.3,16082.0,615.0
Germany,2020,25,73,2481,2554,2583,5231,6117,13931,16487,11221161,52881505,64102666,8734767,7052325,2451015,82340774,6.2,70.1,2.9,47.2,2498.1,-17.1,2568.2,-14.2,294.8,2574.7,8.3,763.9,5387.4,-156.4,2616.5,6413.1,-296.1,14375.2,-444.2,200.0,16464.9,22.1
